fact_checked_segment	comment_by_fact-checker	article
“But the air is already so full of greenhouse gases that most land ice on the planet has started to melt.”	I think this is not a very accurate statement and should be nuanced. Rather than ‘melt’, one should talk about ‘mass loss’ (or ‘mass gain’), as melt is not the only process adding to sea-level change. Especially on Antarctica, ice discharge [ice sliding into the ocean] plays a much more important role than melt, as over large parts of the Antarctic Ice Sheet (i.e. inland East Antarctica) the temperatures are so low that surface melt, even in summer, is not an issue at present (see eg these maps of Antarctica surface melt area). If we step away from the ‘melt’ however, […] most glaciers on Earth are suffering from mass loss (IPCC AR5 Chapter 4: “Since AR4 (in 2007), almost all glaciers worldwide have continued to shrink as revealed by the time series of measured changes in glacier length, area, volume and mass”). […]	article34.txt
“Consider where they move. Migration patterns show people heading for warm states like Texas and Florida, not snowy Minnesota and Michigan.”	This has more to do with economic factors than weather. If people moved only because of poor weather, why hasn’t everyone left Northern Europe? 	article25.txt
“Next year or the year after that, I think it will be free of ice in summer and by that I mean the central Arctic will be ice-free. You will be able to cross over the north pole by ship. There will still be about a million square kilometres of ice in the Arctic in summer but it will be packed into various nooks and crannies”	Telegraph, 2011 – “ice free by 2015”; Guardian, 2012 – “ice free by 2015 or 2016”; Financial Times, 2013 – “ice free no later than 2015”.	article33.txt
“This means it is possible that by some yardsticks, 2016 will be declared as hot as 2015 or even slightly hotter – because El Nino did not vanish until the middle of the year.”	It is virtually certain that 2016 will be warmer than 2015. See for example this estimate of the 2016 average temperature based on the GISS data up to October. 	article43.txt
“The blue bars show where the raw temperature data has been adjusted downwards to make it cooler; the red bars show where the raw temperature data has been adjusted upwards to make it warmer.”	Adjustments are made for good reasons. One of the most common ones is to account for a station located in a growing city, where the urban heat island effect would add spurious warming. In most cases the adjustments reduce, not increase, the warming in the record.	article68.txt
“Construction and maintenance of wind and solar facilities ­release far more carbon dioxide than they are meant to save over their working lives and they need to be sup­ported 24/7 by coal-fired generators.”	This is completely incorrect. There are numerous studies contradicting this. For example, see a series of studies by Sally Benson at Stanford University. Frankly, both parts of this claim are absurd. Coal-fired generators are particularly poorly-suited to act as a backup for solar because they generally are very expensive to ramp up and down, so they are used almost everywhere around the world as baseload generators. Natural gas or hydro are much better suited as backup. This sentence belies a lack of understanding of energy technologies and markets.	
“…climate change will also reduce the number of cold days and cold spells. That will cut the total number of cold-related deaths.”	The assertion that warmer winters = less mortality is a schoolboy error. Indeed everyone knows that European countries with warmer climates and milder winters actually have MORE not LESS winter mortality; principally due to adaptation. The current numbers of winter mortality may well be higher than summer heat wave mortality in many temperate to northern countries, however what is crucially important is that evidence points to significant increase in summer heat related mortality and no or very little change to winter mortality as a result of climate change.	
“Even more heretical than his enthusiasm for fracking is Lovelock’s passionate support for nuclear power.”	Here Lovelock is less heretical than he thinks; most future energy scenarios that meet aggressive climate goals show an expansion of nuclear energy, particularly in countries like China. There is something of an open question whether Nuclear will remain cost-competitive with other near-zero carbon technologies, however, given how quickly the costs of these technologies have fallen: Source: energy.gov	article37.txt
In 2004, two NOAA scientists, Richard Feely and Christopher Sabine, produced a chart showing a strong correlation between rising atmospheric CO2 levels and falling oceanic pH levels. But then, just over a year ago, Mike Wallace, a hydrologist with 30 years’ experience, noticed while researching his PhD that they had omitted some key information[…] his results were surprising: there has been no reduction in oceanic pH levels in the last -century.”	This statement just flies in both the face of observational facts and a basic understanding of chemistry. I would love to hear a cogent explanation of how atmospheric CO2 levels could rise over the course of a century without producing a decrease in ocean pH. Observations near Hawaii and several other open ocean environments show clear decreasing trends in ocean pH. See, for example this report from the European Environment Agency. It is one thing to challenge future projections, but rejecting well-established scientific facts is another thing entirely. Figure: Decline in pH measured at the Aloha station as part of the Hawaii Ocean time-series. Source	
natural warm times, like now, bring great prosperity, increased longevity and less disease, whereas Jack Frost brings death, depopulation and economic stresses.	This is a common misconception. We are not talking about minor climate fluctuations, we are experiencing a major, abrupt climate change. Because current climate change is so fast, ecosystems are at risk, infrastructure is at risk, and the result will certainly not bring great prosperity. Climate change related health impacts are also on the rise, so there will certainly not be “less disease” 	
How is this possible 2,999,971 years before Arnold Schwarzenegger bought his Hummer?	It is possible because CO2 sources (e.g. volcanic degassing) and CO2 sinks (e.g. from chemical weathering of the Earth’s surface) were differently balanced back then. It is not a mystery, it is well understood science that has countless papers about it, and a serious journalist (if they profess to be one) would have made some effort to educate themselves before writing such an article.	article125.txt
But experts say the energy transition needs to speed up drastically to head off the worst effects of climate change.”	This is correct. While many countries show gradual declines in their emissions, global emissions are not yet declining. The past few years, global annual CO2 emissions have not increased as much as they did previously and remained roughly constant. However, to halt global mean temperature rise annual CO2 emissions have to become zero.	article77.txt
“The U.S. National Climate Assessment found that U.S. heat waves have already “become more frequent and intense,” that the U.S. is shattering high temperature records far more frequently than it is shattering low temperature records (just as you’d expect), and that it is seeing correspondingly fewer cold spells.”	This is true and is also consistent with findings from other areas of the world. For example, Dr Sophie Lewis led work that showed in Australia there have been 12 times as many hot records compared to cold records since 2000.	
“But [climate scientists] say that aspects of the case of Hurricane Harvey—and the recent history of tropical cyclones worldwide—suggest global warming is making a bad situation worse.”	It is true that for a Harvey-like event—a storm at this location in East Texas that is nearly stationary—global warming likely increases the total rainfall. But we do not know whether global warming makes it more likely for a Harvey-like events to occur in the first place. Risk combines both of these probabilities. In combination, then, it is difficult to say whether there is a climate change effect on this type of flood risk. For more details on what can be said about the influence of climate change on Hurricane Harvey, read this claim review post.	
“This means the global temperature trend has now shown no further warming for 19 years”	This statement is false. Global temperatures continue their long-term warming trend.	article60.txt
“finding out how fast these glaciers will collapse is one of the most important scientific questions in the world today”	There are many important science questions, but it is true that understanding the rate of ice loss at Pine Island and Thwaites Glaciers is very important for understanding how quickly future sea level rise will happen. Understanding Thwaites is arguably more important than Pine Island, though they are part of a connect region of ice. A recent peer-reviewed science article that takes a closer look at the question and explains the importance of understanding changes is Scambos et al, 2017*. Scambos et al (2017) How much, how fast?: A science review and outlook for research on the instability of Antarctica’s Thwaites Glacier in the 21st century, Global and Planetary Change 	article82.txt
“[…]until we develop a practical, cost-competitive alternative to fossil fuels, it is unlikely that renewable energy will ever make up more than 15-20% of global energy requirements.”	In many countries renewables are already competitive compared to fossil fuels, and represent a larger share than the 15-20% mentioned here. Costs of renewable are still falling. And the investment in renewable is accelerating. For instance, the IEA has revised its renewable forecasts upwards. Many scenarios and studies foresee that renewables could represent a much larger share than 15-20%.	
“As the planet warms in response to the buildup of greenhouse gases in the atmosphere, the ratio of high temperature records compared to low temperature records has become more skewed. If the climate weren’t warming, that long-term ratio should average out to about 1-to-1.”	The shift towards more warm extremes suggests the underlying distributions (weather) are changing. The climatology is shifting towards higher temperatures.	
“That is especially bad because the Amazon alone provides 20 percent of our oxygen.”	This sentence somehow implies that deforesting the Amazon would reduce atmospheric oxygen by 20%. This is not true. To quote Wally Broecker, who is cited later in the article: “Simply put, our atmosphere is endowed with such an enormous reserve of this gas that even if we were to burn all our fossil fuel reserves, all our trees, and all the organic matter stored in soils, we would use up only a few percent of the available O2. No matter how foolishly we treat our environmental heritage, we simply don’t have the capacity to put more than a small dent in our O2 supply. Furthermore, the Earth’s forests do not play a dominant role in maintaining O2 reserves, because they consume just as much of this gas as they produce. In the tropics, ants, termites, bacteria, and fungi eat nearly the entire photosynthetic O2 product. Only a tiny fraction of the organic matter they produce accumulates in swamps and soils or is carried down the rivers for burial on the sea floor.”	
“The growth is largely attributable to just two huge glaciers — Pine Island and Thwaites. The latter is increasingly being viewed as posing a potential planetary emergency, because of its enormous size and its role as a gateway that could allow the ocean to someday access the entirety of West Antarctica, turning the marine-based ice sheet into a new sea.”	This is known as the Marine Ice Sheet Instability hypothesis (MISI), see Box 13.2 in the latest IPCC report (Working Group 1). Figure – Schematic of the processes leading to the potentially unstable retreat of a grounding line showing (a) geometry and ice fluxes of a marine icesheet, (b) the grounding line in steady state, (c) climate change triggering mass outflow from the ice sheet and the start of grounding line retreat and (d) self-sustainedretreat of the grounding line. Source: IPCC	
“Global human emissions are only 3 per cent of total annual emissions.”	Others have already commented on this in detail. Just to emphasize: the statement is clearly misleading. What matters here is how human emissions drive the net atmospheric CO2 budget (emissions minus uptake) out of balance, which leads to an accumulation of CO2 in the atmosphere.	
“With more CO2 in the atmosphere, the challenge [feeding 2.5 billion more people] can and will be met.”	This is very naïve. Many factors control food production. If further large changes in climate come to pass, no amount of extra CO2 will improve food security.	
But efforts to determine what causes seas to rise are marred by poor data and disagreements about methodology. 	This is not correct. First of all, the oceans are warming and warming water expands—a basic law of physics. Second, mountain glaciers and ice sheets are melting due to global warming, adding water to the ocean—an observational fact. Third, independent estimates of these contributions to sea-level rise match the actually observed sea level rise. 	article99.txt
running through cycles where the temperature might fluctuate a bit.	The Earth’s climate has always varied, even before humans began to influence it. Climate scientists have always been very clear about this. But human-caused emissions of CO2 and other greenhouse gases have now added a new cause of climate change in addition to the existing causes of natural climate variability.	article125.txt
“[Sea ice] also helps regulate the planet’s temperature by influencing the circulation of the atmosphere and ocean. It can affect weather in the U.S.”	Sea ice cover is also better at reflecting energy from the sun than open ocean. This makes sea ice an important player in keeping the ocean surface from taking up additional heat.	
Computer models of the climate are at the heart of calls to ban the cheap, reliable energy that powers our thriving economy and promotes healthier, longer lives.	Also, without numerical computer models we have many lines of evidence that climate change is a problem (basic physics, observed changes, climatic changes in the deep past). The uncertainties and thus the risks would be higher. There would thus be a greater urgency to reduce risks without climate models.	article130.txt
“In the geological past, Earth’s atmosphere had hundreds of times the CO2 content of the modern atmosphere yet there were no carbon dioxide-driven catastrophes. The past shows that climate change is normal, that warmer times and more atmospheric carbon dioxide have driven biodiversity and that cold times kill.”	Indeed, climate change is normal, but there are 2 important differences with respect to the geological record: 1) the current rate of increase in CO2 is unprecedented and 2) the current CO2 increase is caused by human emissions.	
“And the gist is that when it comes to extreme heat waves in general — heat waves that appear out of the norm in some way, for instance in their intensity, frequency, or duration — while scientists never say individual events are “caused” by climate change, they are getting less and less circumspect about making some connection.”	“Climate change” is by definition a shift in the weather statistics, such as the curve that describes the likelihood of temperatures exceeding a certain threshold [see figure below]. The temperature has a statistical character that is close to being bell-shaped (normal distribution), which implies that high temperatures are expected to be more frequent with a global warming – unless the typical range of temperatures (standard deviation) or shape of the curve changes as well. Climate is the typical character outlined by this curve (probability density function) describing the probabilities, whereas weather is each different data point on which this curve is based. When referring to one event – one data point – one talks about weather. Weather is not the same as climate, but they are related: climate is the expected weather. Figure illustrating how a change in climate influences the frequency of extreme heat events: an increase in the average temperature (upper panel) causes a large increase in the probability of extreme hot events; a change in the climate variability (lower panels) can further alter the frequency of extreme events. – adapted from IPCC report (2001) 	
Furthermore, whereas in 2008 most of the ice was extremely thin, this year most has been at least two metres thick.”	Arctic sea ice volume has actually exhibited record thinness so far during 2017—beating the previous record years of 2012/2016 by a wide margin. Another nice visualization by Zachary Labe illustrates this quite clearly: 	article60.txt
“Within a decade, certain kinds of branching and plate coral could be extinct, reef scientists say, along with a variety of small fish that rely on them for protection from predators.”	I think it is very unlikely any corals would be extinct in a decade. The problem isn’t threat of extinction, its loss of habitat for other critters when corals bleach and die. The corals become less dense, but there will still be many millions of colonies for most species.	article53.txt
“Antarctica, the planet’s largest ice sheet, lost 219 billion tons of ice annually from 2012 through 2017 — approximately triple the 73 billion ton melt rate of a decade ago, the scientists concluded. From 1992 through 1997, Antarctica lost 49 billion tons of ice annually.”	This is a correct summary of the results from the study. 	
it still has not been shown that human emissions of carbon dioxide drive ­global warming. 	This is so trivially wrong and such old well-established science, that I hope a Wikipedia link is allowed.	
“The problem with this ploy is that carbon dioxide is not a pollutant and it is dishonest to say it is. CO2 is colorless, odorless and completely non-toxic. Plants depend on it to live and grow, and human beings draw some into their lungs with every breath they take to no ill effect whatsoever. Growers regularly pump CO2 into greenhouses, raising levels to three times that of the natural environment, to produce stronger, greener, healthier plants.”	While the CO2 does not impact our health through “disease-causing pollutants that get into people’s lungs”, it does change our environment and the Earth’s climate, and in that sense it does classify as a pollutant.	
“Yet, a new study of 60 climate models and scenarios shows this warning fails to take into account the fact that global warming will mean precipitation increases. Indeed, water flow will actually increase over this century, which is likely beneficial in increasing “water availability in the Indus Basin irrigation scheme during the spring growing seasons.” ”	The issue of drinking water availability is more nuanced than either extreme represented here. Increases in glacier melt can have a wide range of impacts depending on the location and timing of the change. For example, complete loss of an alpine glacier that is used for summer drinking water can result in dramatic water shortages for those communities. On the other hand, increasing glacier melt can mean short term (decades) increases in river water – such as for the upper Indus basin noted in this study. Unfortunately, increased water availability from glacier loss is bound to end once those glaciers disappear.   2.4. It is not obvious that winter-related death will decrease due to climate change, contrary to Lomborg’s claim 	
How is this possible 2,999,971 years before Arnold Schwarzenegger bought his Hummer?	Because the amount of CO2 naturally present in the atmosphere depends on how much is being released or taken up by the oceans, land ecosystems, and chemical reactions involved in rock weathering. These change naturally, but gradually, over thousands or millions of years. Human emissions of CO2 are merely adding an extra factor to the equation, but it is one which has a big effect over much short timescales (the last few decades).	article125.txt
