fact_checked_segment	comment_by_fact-checker	article
“Lake-bottom sediments in Florida tell us that recent major hurricane activity in the Gulf of Mexico has been less frequent than in centuries past.”	The lake-bottom sediment study, in which I participated, catalogued hurricanes at a particular location over several thousand years. There are indeed centennial-scale variations at particular locations that are not strongly correlated across different locations, so the authors interpreted these fluctuations in terms of changing [hurricane] tracks. The technique cannot distinguish between a weak event nearby and a strong one at a distance, so there is little data pertaining to storm intensity.	article39.txt
“Ever since 2012, scientists have been debating a complex and frankly explosive idea about how a warming planet will alter our weather — one that, if it’s correct, would have profound implications across the Northern Hemisphere and especially in its middle latitudes”	This is a somewhat misleading intro. The debate has been focused on winter storms (as Mooney discusses below), and these new results are strictly for boreal summer/spring.	article55.txt
“In the geological past, Earth’s atmosphere had hundreds of times the CO2 content of the modern atmosphere yet there were no carbon dioxide-driven catastrophes. The past shows that climate change is normal, that warmer times and more atmospheric carbon dioxide have driven biodiversity and that cold times kill.”	There are many problems with this statement, starting with an entire lack of accuracy. It reads like a series of generic statements that can easily be taken out of context and are entirely irrelevant to the problem at hand. One particularly striking point is the implicitly obvious lack of awareness for timescales. Atmospheric CO2 concentrations are changing at unprecedented rates now, posing a serious threat to biodiversity in rapidly changing ecosystems.	
“Sea level rise, which was occurring long before humans could be blamed, has not accelerated and still amounts to only 1 inch every ten years. If a major hurricane is approaching with a predicted storm surge of 10-14 feet, are you really going to worry about a sea level rise of 1 inch per decade?”	Sea level rise and its impacts vary considerably by region. To state a global mean number is misleading and irrelevant to those regions that are most vulnerable. With or without hurricanes added to the mix, the impacts on humans from sea level rise can be seen now. The author’s comparison of hurricane storm surge to sea level rise is very misleading and blurs the relevance of sea level rise to humans. Sea level rise is creating nuisance flooding in a number of places. The fact that hurricane storm surge is bigger is irrelevant and does not change the fact that people are being impacted. 	article39.txt
Since then, the planet has been cooling on a millennial scale	Here the author is muddling the issue of climate change by introducing time periods that are unrelated. Human-caused climate change via significant greenhouse gas emissions as discussed today only refers to the last roughly 100 years. This human activity has completely altered the Earth’s climate from any natural trend that may occur over 1,000s of years. The “millenial” scale is not relevant to the discussion of current human-caused climate change.	
“The research challenges the ways that researchers have worked out sea temperatures until now, meaning that they may be increasing quicker than previously suggested.”	There is no link between the method the paper studies to construct past temperature changes (oxygen isotopes in foraminifera) and present temperature increase (measured using satellites, direct measurements and other proxies).	article80.txt
Some regions experience more, some less and some no trend. Limitations of data and inconsistencies in patterns prevent confident claims about global trends one way or another.	Confidence is often low due to the limited data availability. As also stated by the IPCC, low confidence does not necessarily imply that a link does not exist.	article128.txt
This requires us to work towards avoiding catastrophic possibilities rather than looking at probabilities, as learning from mistakes is not an option when it comes to existential risks.	The report focuses on possible scenarios very much on the extreme end of what could happen but then claims there’s a “high likelihood” of human civilisation ending. These two statements don’t fit together.	article127.txt
“Consider where they move. Migration patterns show people heading for warm states like Texas and Florida, not snowy Minnesota and Michigan.”	People don’t like the cold, they like sunshine and warmth, and (supposedly as a result, according to Lomborg), they move to the South: does Lomborg really want us to deduce from that that global warming will thus be good for us – even simply in terms of temperature-related deaths? That’s not reasonable. First, while people have indeed generally been moving from the North(-East) to the South over the last decades, it’s not only because of “better climate”: quoting this article by the Washington Post, “Several long-term trends dating as far back as the 1960s are behind this larger pattern. The rise of air conditioning and interstate highways have made once-sleepy (and sweltering) Southern cities more appealing. And, over the same time, the decline of industrial jobs in the Midwest and Northeast have pushed people out. Cheap housing during the boom years also drove growth in states such as Arizona and Nevada“. I think that is already much more reasonable than saying that people move South only because they know they are less likely to die from cold exposure there. Second, people may be moving there right now partly because of climate, and that may indeed be a “smart” move because, TODAY, indeed, current cold-related deaths outnumber heat-related deaths. However, even supposing that this is a significant factor in their decision process, it’s not clear that they are also thinking about future warming. So the fact that people are moving there NOW does not even logically imply, as Lomborg would have it, that FUTURE warming will be beneficial – which is the point of interest here.	article25.txt
“collaborating on studies which all corroborate, independently and rigorously, the increasingly respectable view that ‘man-made global warming’ just isn’t a thing.”	This false statement is based on a list of figures taken completely out of context. For instance, No Tricks Zone [the blog Breitbart is using as a source] takes a figure from Markle et al., (2017)1 and assumes the x-axis refers to years before present. With this incorrect interpretation, it seems as though ocean temperature anomalies are very low at year 0. However, these plots show the result of simulations of idealized Dansgaard-Oeschger or Antarctic Isotope Maximum events in a general circulation model. Year 0 is simply the beginning of the simulated event and is not displaying actual modern sea surface temperature data (i.e. year 0 is not today, 0 years before present). Not only is this a red herring, it is a completely misinterpreted red herring. They also repeat the favorite Antarctic cooling cherry, taking (and altering) a figure from Mayewski et al., (2017)2 which shows Antarctic-wide climate reanalysis temperature data. As a continent (larger than the US lower-48), Antarctica is not warming. This is because much of high, dry East Antarctica is not warming. However, important areas of Antarctica, including West Antarctica which likely would show about a 0.2ºC per decade warming trend over the reanalysis period (from 1979 to present, since satellites have given good data coverage). Climate is incredibly variable around Antarctica, and also through time (large interannual variability). This is well studied, but if you only look at one graph rather than reading the research papers you will not be aware of this. See: Nicolas and Bromwich (2014) New Reconstruction of Antarctic Near-Surface Temperatures: Multidecadal Trends and Reliability of Global Reanalyses. Journal of Climate Bromwich et al (2012) Central West Antarctica among the most rapidly warming regions on Earth. Nature Geoscience 1- Markle et al., (2017) Global atmospheric teleconnections during Dansgaard–Oeschger events. Nature Geoscience 2- Mayewski et al., (2017) Ice core and climate reanalysis analogs to predict Antarctic and Southern Hemisphere climate changes. Quaternary Science Reviews	
“The thermal expansion of the oceans, compounded by melting glaciers, resulted in the highest global sea level on record in 2015.”	This statement in the AMS report refers to the satellite altimetry record, which reaches back to 1993. It is also important to remember that it refers to the global average sea level. We do have local records of past sea level that extend further back in time, for instance tide gauge records or inferences based upon biological markers. For instance, combined tide gauge records have been used to infer global mean sea level rise (GMSL) over the 20th century and into the 21st century. The obtained estimate of the GMSL rise agrees with the satellite altimetry record in their overlap since 1993 (e.g., Hay et al., 2015: Probabilistic reanalysis of twentieth-century sea-level rise).	article31.txt
“the satellites now show that in recent months global temperatures have plummeted by more that [sic] 0.6 degrees”	While temperatures have declined modestly from the peak of the El Niño event, this is expected behavior, particularly in satellite records where El Niño is amplified. However, temperatures in January through April are quite above average to-date, and while we may not set a record temperature in 2017 compared to 2016, it will very likely be the second warmest year on record (at least on the surface). Through present there is no sign of any sort of pause or slowdown in any of the surface records or one of the two satellite records (the RSS groups latest version 4 record). The only record showing a continued pause is the one produced by the University of Alabama, Huntsville (the UAH record). The differences between these records and their causes is an area of active research, though we have strong reason to suspect that the surface record is quite accurate. 	
“CO2 is certainly a heat-trapping greenhouse gas, but hardly the primary one: Water vapor accounts for about 95 percent of greenhouse gases. By contrast, carbon dioxide is only a trace component in the atmosphere: about 400 ppm (parts per million), or 0.04 percent.”	First, it is true that water vapor constitutes the bulk of Earth’s present-day greenhouse effect (measured in terms of infrared absorption). Quantitatively, however, Jacoby is off by quite a bit. In fact, water vapor constitutes ~50% of the terrestrial greenhouse effect, not 95% (see here*). Clouds (solid and liquid water that form when the vapor condenses) constitute another ~25%, but CO2 contributes to almost all of the remaining fraction (only ~5% or so from all of the other combined gases). This is because CO2 still absorbs well in spectral regions where water vapor doesn’t, and also because the upper troposphere is very dry; the ability to absorb intense surface emission and re-emit it at colder, higher layers of the atmosphere is critical for the maintenance of a planetary greenhouse effect. Secondly, the water vapor greenhouse effect is not independent of the CO2 in the atmosphere. Jacoby stresses that CO2 is only a trace component of the atmosphere, an argument that is irritatingly unoriginal and provides useless context when describing the flow of radiation through the atmosphere. As before, CO2 accounts for ~20% of Earth’s greenhouse effect. N2 and O2 account for nearly all of Earth’s atmospheric mass. However, if the atmosphere were purely N2 and O2, the planet would likely be in a snowball state due to the lack of greenhouse trapping. This is where the equations of radiative transfer must be applied, rather than a naive intuition about proportions. Schmidt et al (2010) Attribution of the present-day total greenhouse effect, Journal of Geophysical Research: Atmospheres. 	article52.txt
“‘If you remove the ice shelf, there’s a potential that not just ice-cliff instabilities will start occurring, but a process called marine ice-sheet instabilities,’ says Matthew Wise, a polar scientist at the University of Cambridge. This signals the possible rapid destabilization of the entire West Antarctic ice sheet in this century.”	Multiple studies have indicated that the marine ice sheet instability is likely already underway in the Pine Island region1,2. There has been no evidence to suggest that the loss of ice from this region will stop. However, that the loss of ice from marine ice sheet instability is underway does NOT mean that the entire West Antarctic Ice Sheet will destabilize this century. There is no evidence for the ice loss to occur that quickly. 1- Joughin et al (2014) Marine Ice Sheet Collapse Potentially Under Way for the Thwaites Glacier Basin, West Antarctica, Science 2- Rignot et al (2014) Widespread, rapid grounding line retreat of Pine Island, Thwaites, Smith, and Kohler glaciers, West Antarctica, from 1992 to 2011, Geophysical Research Letters 	
One of the main areas of contention is the existence of two strange climate episodes known as The Medieval Warm Period (MWP) and the Little Ice Age. The MWP lasted from about 950 to 1250AD, and temperature records appear to show it was even hotter than today	These periods are now well understood to be, at best, regional phenomena rather than global-scale changes. Indeed, it is the broad global nature of the recently observed changes that make them unusual. The realisation of these being largely regional phenomena centred on the N. Atlantic region has led to a growing deprecation of these terms.	
“ever since December temperatures in the Arctic have consistently been lower than minus 20 C”	It is indeed true that the Arctic is cold in winter—it’s hard to argue with that. But this statement belies the fact that winter 2017 was actually extraordinarily warm by historical standards, and second only to the record-shattering warmth observed just last year (in 2016). The attached plot, created by Zachary Labe and available at http://sites.uci.edu/zlabe/arctic-temperatures, shows that the -20 °C temperatures this winter are nearly 10 °C degrees above the long-term average of -30 °C! Therefore, the fact that temperatures were -20 °C this winter in the Arctic is actually a testament to just how much the Arctic has warmed in recent years. 	
“there were no ice sheets covering either Greenland or West Antarctica, and much of the East Antarctic ice sheet was gone.” How is this possible 2,999,971 years before Arnold Schwarzenegger bought his Hummer?	What this study tells us is that the last time CO2 was as high as 410 ppm (back then through natural causes), there was no ice on Greenland or West Antarctica. What this means is that we can potentially expect (once the climate has equilibrated to its new CO2 levels) that these ice bodies will melt in the future from anthropogenic CO2 release. If this happens, the sea level will rise by metres, and many coastal and lowland cities will be affected. In a way I have to profess my admiration- how a news outlet could take a paper presenting evidence that we should be very worried about CO2 being 410 ppm, and turns it into a paper that “debunks climate change”, is beyond me. It really is a feat that must have taken a lot of imagination and creative thinking.	
“Climate Models Have Overestimated Global Warming”	The title does not truly reflect the article in Nature Geoscience. The issue is not that the models are too warm by 2015. CMIP5 models are on the warm end, yes, but that’s not the main issue here. The article explains that problem comes when looking at both cumulative CO2 emissions and associated warming. The cumulative CO2 emissions simulated by the models only reach 545 GtC (the present-day value) after 2020, by which time the CMIP5 ensemble-mean human- induced warming is over 0.3 ºC warmer than the central estimate for human-induced warming to 2015.	article76.txt
“This means it is possible that by some yardsticks, 2016 will be declared as hot as 2015 or even slightly hotter – because El Nino did not vanish until the middle of the year.”	Even without the big El Niño spike, 2016 will be the hottest year on record, and 2015 the second hottest. Scientists have methods to remove the effect of El Niño on the temperature record. We can also see this in a simple example where we just remove the big El Niño-related temperature spike, but 2016 remains the warmest year in the surface temperature record: 	article43.txt
“While France and other G7 countries lamented the U.S. exit from the Paris climate accord, America’s air is already cleaner than that of any other country in the G7, except Canada with its scant population.”	The Breitbart author must know that the Paris Agreement is about climate change, not about air quality.	article64.txt
“This past winter, a string of days 60 and 70 degrees warmer than normal baked the North Pole”	Regions with open water will stay relatively warm due to the relatively warm water. As soon as ice limits heat flows from the ocean to the atmosphere it can get very cold. Also, in general variability is much stronger in the Arctic—what sounds like a really big warm anomaly to an innocent reader in the USA is thus exceptional, but less so than the numbers suggest. That is context a reader would need to know. Steffensen et al (2008) High-Resolution Greenland Ice Core Data Show Abrupt Climate Change Happens in Few Years, Science 	
Biological, geological and planetary systems are extremely robust. Our evolving dynamic planet has survived sea level changes of hundreds of metres	This is a non-sequitur. Just because the physical Earth system still functions after major climatic changes, doesn’t mean that we as humans should not be concerned about its impacts on our civilization.	
“While evidence that the earth’s orbital variations impact radiation levels and thus global temperatures does not of course mean that man is not in some way impacting the climate, studies like these highlight that the role man plays on the planet is dwarfed by natural phenomena utterly out of our control.”	I’m not sure how they come to this conclusion. The increase in global temperature from the depth of the last glacial (22,000 years ago) to preindustrial times is about 4.5°C. This is less than the warming projected for the end of the century, if we choose to ignore man’s responsibility as the author suggests. Clearly if we do act to limit the warming to 2°C, then the glacial change would be bigger than it, but the timespans involved mean that current climate change is still a happening at a faster rate.	
“But some research suggests that a catastrophe might not yet be inevitable. In a study last year, Robert M. DeConto of the University of Massachusetts, Amherst, and David Pollard of Pennsylvania State University used their computer model to predict what would happen if emissions were reduced sharply over the next few decades, in line with international climate goals. Under the most ambitious scenarios, they found a strong likelihood that Antarctica would remain fairly stable.”	To my mind, the way this is written gives the impression that the DeConto and Pollard study is the outlier and that a substantial body of research suggest that a catastrophe is already inevitable—however, the article has not actually given any details of any such research, it only raised the possibility of unstoppable disintegration as a research question. It would be far more accurate to say that the vast majority of research does not suggest that a catastrophe is inevitable. 	
I note particularly that sea-level rise is not affected by the warming; it continues at the same rate, 1.8 millimeters a year, according to a 1990 review by Andrew S. Trupin and John Wahr.	This is very misleading. Why is the author using a review dating from 1990, when there have been many publications over the past 28 years that show a much higher rate of Global Mean Sea Level (GMSL) rise over the last few decades? For instance, Hay et al* have looked at tide gauge records since the beginning of the 20th century and found that the rate of GMSL rise was 1.2 +/- 0.2 mm/yr over the 1901-1990 period, but 3.0 +/- 0.7 mm/yr over the 1993-2010 period (this period corresponds to the time for which we also have satellite altimetry measurements, which are consistent with this rate). The author also talks about an “accelerating rate” of sea-level rise later in his article, which contradicts his own statement. Hay et al (2015) Probabilistic reanalysis of twentieth-century sea-level rise, Nature 	article99.txt
“a warming planet causes our weather to become more stuck in place”	This claim is somewhat overly confident given the available evidence. Observational studies (e.g. Francis and Vavrus 2015*) do indeed suggest that the “waviness” of the jet stream and subsequently the propensity for weather patterns to become more persistent has increased in certain regions and during certain seasons, although this is not universally true. There is also emerging evidence that the rapid warming of the Arctic may be playing a role in creating the conditions favorable for weather patterns to become “stuck in place”—a hypothesis that the new Mann et al. 2017* paper discussed in the article supports. The connections between amplified Arctic warming and mid-latitude weather extremes remains a very active area of scientific research (Overland et al. 2016*), however, and considerable uncertainty regarding the magnitude and mechanisms of this effect remain. Francis and Vavrus (2015) Evidence for a wavier jet stream in response to rapid Arctic warming, Environmental Research Letters Mann et al (2017) Influence of Anthropogenic Climate Change on Planetary Wave Resonance and Extreme Weather Events, Scientific Reports Overland et al (2016) Nonlinear response of mid-latitude weather to the changing Arctic, Nature Climate Change 	article55.txt
